adwell {"v":["allure","attract"]}
woodlectric {"n":["wildlettuce"]}
woodmerch {"n":["plant"]}
woodsour {"n":["plant"]}
woothcraft {"n":["poetry","songwriting"]}
wordglew {"a":["prudent"]}
wordsammener {"n":["wordsmith"]}
worldlaw {"n":["secular law"]}
worm moon {"n":["fullmoon"]}
writbred {"n":["writing tablet"]}
wuther {"v":["roar"]}
wuthering {"a":["roaring"]}
yair {"n":["enclosure"]}
yardland {"n":["virgate"]}
yearsgift {"n":["payment"]}
Yeatish {"n":["Geatish"],"a":["Geatish"]}
Yeatland {"n":["Geatland"]}
yeaword {"n":["term of affirmation"]}
yeeter {"n":["caster of metal"]}
yellowbell {"n":["Tecoma stans plant"]}
yestereve {"n":["yesterevening"],"r":["yesterevening"]}
yesternight {"n":["last night"]}
Yew {"n":["someone from"],"p":["someone from"],"i":["someone from"]}
aboon {"p":["Above"],"i":["Above"],"r":["Above"],"a":["Above"],"n":["Above"]}
abb {"n":["yarn","wool","pick"]}
abrook {"v":["endure"]}
the {"r":["more","most"]}
brotus {"n":["extra"]}
mither {"v":["moan","pester"],"n":["mother"]}
women {"n":["woman"]}
been {"v":["be"],"n":["bees"]}
feet {"n":["foot"]}
my {"x":["Belonging to me","Associated with me","Related to me"]}
was {"v":["was"]}
handcuffs {"n":["fastening"]}
this {"x":["agreement"],"r":["indicated"],"n":["Something"]}
of {"p":["from","away from","separation","off","removal","out of","since","cause","during","quality","possession"],"i":["from","away from","separation","off","removal","out of","since","cause","during","quality","possession"]}
to {"p":["toward","upon","for","unto","till"],"i":["toward","upon","for","unto","till"]}
who {"n":["person"],"x":["whose"]}
which {"n":["What one or ones","ones"]}
whether {"p":["doubt","simple","disjunctive","direct"],"i":["doubt","simple","disjunctive","direct"],"x":["Which of two"],"n":["Which of two"]}
they {"n":["group"],"x":["those","their"]}
borne {"v":["bear"],"a":["carried","supported"]}
eaten {"v":["eaten"],"a":["consumed"]}
flown {"v":["past participle of flow"]}
drank {"v":["simple past of drink","drunk"]}
flew {"v":["fly"]}
grew {"v":["simple past of grow"]}
gave {"v":["simple past of give"]}
lain {"v":["conceal"]}
had {"v":["have"]}
y'all {"n":["plural of you"],"v":[],"x":["group"]}
met {"v":["dream"]}
overridden {"v":["overbear"]}
among {"p":["mingling","belonging","sharing"],"i":["mingling","belonging","sharing"]}
myself {"n":["I"]}
himself {"n":["he"]}
stood {"v":["stood"]}
we {"n":["Us"],"x":["The speakers/writers, or the speaker/writer and at least one other person"]}
stolen {"v":["stolen"],"a":["stolen"],"n":["stolen thing"]}
sparrowhawk {"n":["hawk","musket","bird","kestrel"]}
told {"v":["said"]}
where {"p":["wherever","where","if","although"],"i":["wherever","where","if","although"],"r":["where","where are","situation","which","place","what place"],"n":["place"]}
sog {"n":["bogland"],"v":["soak","steep"]}
lig {"v":["lay"],"n":["lie"]}
fil {"n":["Nordic dairy product"]}
naam {"n":["goods"]}
than {"p":["comparison"],"i":["comparison"],"r":["then"]}
eng {"a":["narrow"]}
Bentley {"x":["place name","suburb","town","hamlet","village","area","city","township"]}
mice {"n":["mouse"],"v":["distracted"]}
grue {"v":["shudder"],"n":["shiver"]}
hallo {"x":["Alternative form of hello"],"n":["shout"],"v":["shout"]}
could {"v":["might","past participle of can"],"n":["potentiality"]}
step- {"x":["prefix"]}
tapas {"n":["snacks"]}
Brent {"x":["habitational surname","male given name","placename","small river","London borough"]}
Bromley {"x":["town","borough","district","hamlet","hamlet","suburb","community","city","village","suburb"]}
los {"n":["loss"]}
something {"n":["object"],"a":["specific"],"r":["somewhat"],"v":["designates"]}
auf {"n":["elf child","oaf"]}
ky {"n":["cows"]}
yogh {"n":["letter"]}
nait {"v":["employ","recite","exert"],"n":["profit","purpose"],"a":["fit","deft","tidy"]}
lice {"n":["louse"]}
Aldershot {"x":["town"]}
-est {"x":["second-person singular present","past tense"]}
Alton {"x":["town","unincorporated community","city","village","hamlet","rural community","surname","given name"]}
Andover {"x":["town in Test Valley district, Hampshire, England","parish in Victoria County, New Brunswick, Canada","settlement in California","town in Connecticut","neighbourhood in Florida","village in Illinois","city in Iowa","city in Kansas","town in Maine","town in Massachusetts","city in Minnesota","community in Missouri","town in New Hampshire","borough in New Jersey","village in Ohio","town in Vermont","community in Virginia","locality in Tasmania, Australia"]}
anything {"n":["something"],"r":["anyway"]}
-eth {"x":["twentieth","thirtieth","fortieth","fiftieth","sixtieth","seventieth","eightieth","ninetieth"]}
-gate {"x":[]}
terve {"v":["fall","dash","overthrow","roll","fold"]}
-ing {"x":["sonsuffix","belonging","diminutive","kind"]}
tong {"n":["tool"],"v":["use tongs","grab"]}
æsc {"n":["symbol"]}
hast {"v":["have"]}
wealh {"n":["Welsh"]}
Abington {"x":["placename"]}
each other {"n":["one another"]}
Nottingham {"x":["city","Ellipsis of University of Nottingham","places in the United States"]}
rach {"n":["dog"]}
cyning {"n":["king"]}
trant {"v":["walk","peddle","trick"]}
-head {"x":["used to create nouns indicating a state"]}
haaf {"n":["open sea","sea fishing"]}
y- {"x":["past"]}
jarl {"n":["nobleman"]}
eyne {"n":["eye"]}
mese {"v":["ease","soften"]}
daff {"n":["fool","idiot","blockhead"]}
spake {"a":["ready","prompt"],"v":["spake"]}
yo {"x":["greeting","hey","surprise","Here!","conclusion"]}
mitta {"n":["measure"]}
were- {"x":["lycanthrope"]}
-n {"x":["Alternative form"]}
greeve {"n":["steward"]}
upon {"p":["on"],"i":["on"]}
calver {"a":["fresh"],"v":["slice","pickle"]}
these {"x":["plural"],"n":["plural"]}
-kin {"x":["Forming diminutives"]}
t' {"x":["the"]}
-th {"x":["variant"]}
-ar {"x":["beggar","liar","pedlar"]}
wergeld {"n":["compensation"]}
Gollum {"n":["bearer"],"v":["act"]}
willy {"n":["willow basket"],"v":["cleanse"]}
aland {"r":["ashore"]}
carl {"n":["churl"]}
bub {"n":["brother","boy"]}
fro {"r":["away","back","backward"],"p":["from"],"i":["from"]}
sheave {"n":["wheel"]}
duma {"n":["assembly"]}
ree {"a":["wild","tipsy"],"n":["stream"],"v":["rage"]}
stang {"n":["pole","stake"]}
ear finger {"n":["finger"]}
leech-finger {"n":["ring-finger"]}
Buckinghamshire {"x":["inlandshire"]}
-in' {"x":["ending"]}
crunk {"v":["cranked"]}
twink {"v":["twinkle","wink"],"n":["twinkle","moment"]}
dogge {"n":["dog"]}
rame {"n":["remark"],"v":["complain","talk"]}
-t {"x":["Verbs formed from nouns","Verbs formed from adjectives","frequentative verbs"]}
tho {"x":["those"],"n":["they"],"r":["then"],"p":["when"],"i":["when"]}
-mas {"x":["holidays"]}
breeks {"n":["breeches"]}
fower {"n":["The digit 4"]}
gaum {"n":["heed"],"v":["understand","consider"]}
sala {"n":["large hall"]}
saith {"v":["say"]}
Bedfordshire {"x":["Bed"]}
Shropshire {"x":["inland county of England","Shropshire Council"],"n":["breed of black-faced hornless sheep"]}
Middlesex {"x":["central county of Jamaica","former inland county of England"]}
Suffolk {"x":["maritime county","neighbourhood","city"]}
Wiltshire {"x":["inland county","unitary authority"],"a":["Wiltshire-cured"]}
Wrexham {"x":["town"]}
ora {"n":["unit of money"]}
hath {"v":["has"]}
-icle {"x":[]}
Hackney {"x":["London borough","town","surname","horses"]}
garth {"n":["close","yard","croft","garden"]}
bedo {"v":["shut","adorn"]}
on- {"x":["on"]}
burd {"n":["maiden"]}
shtetl {"n":["village"]}
-ship {"x":["state of being","role","union","duties"]}
Kirsten {"x":["female name"]}
-ful {"x":["Used to form nouns from nouns as much as can be held by what is denoted"]}
-wise {"x":["orientation","manner","regard"]}
God-fearing {"a":["pious"]}
-e {"x":["archaizing"]}
scot-free {"r":["free"],"a":["tax-free"]}
on high {"p":["above"],"i":["above"]}
on foot {"p":["walking"],"i":["walking"]}
dop {"n":["A drink","dash"],"v":["drink alcohol"]}
bitts {"n":["timbers"]}
touse {"v":["rumple","tousle","pull"],"n":["disturbance"]}
gribble {"n":["crustaceans"]}
what gives {"x":["What is wrong?","How are you?","What is happening?"]}
ya {"x":["Yeah"],"r":["yes"]}
wo {"n":["wall"],"v":["wall"]}
Karl {"x":["male given name"]}
childe {"n":["child"]}
whim-wham {"n":["trinket","whim","anxiety"]}
Darlington {"x":[],"n":["pair"]}
give up the ghost {"v":["die","quit"]}
zax {"n":["tool"]}
ha ha {"x":["Expression of laughter"]}
glede {"n":["ember"]}
-son {"x":["patronymic","given name"]}
-hood {"x":["suffix denoting a condition","suffix denoting a group"]}
Alvin {"x":["male name"]}
ope {"a":["Open"],"v":["open"],"n":["passage"]}
snirt {"v":["give a suppressed laugh","sharp intake of breath"],"n":["suppressed laugh","sharp intake of breath"]}
-free {"x":["without"]}
Ludlow {"x":["placename:","town","locality","community","number of places","unincorporated community","ghost town","village","city","town","village","unincorporated community","town","epoch","habitational surname"],"a":["geologic epoch"]}
Harold {"x":[]}
Ronald {"x":["male name"]}
wider {"a":["more wide"],"r":["more wide"]}
stronger {"a":["more strong","better"]}
Shirley {"x":["surname","male name","female name","places in England","village","suburb","suburb","suburb","places in the United States","town","community","community","community","community","town","town","community","community","community","place","hamlet","community","community","community","suburb"]}
blood red {"n":[],"a":["deep vivid red"]}
Edmund {"x":["male given name"]}
Adolf {"x":["male name"]}
feague {"v":["whip","scheme"]}
Hants {"x":["Hampshire"]}
als {"r":["also"]}
Aldgate {"x":["area in East London","Underground station"]}
Aal {"x":[]}
Asiago {"x":["township"]}
Adel {"x":["female given name","surname"]}
Barnet {"x":["placename","borough","town","surname"]}
Blackamoor {"x":["village"]}
Acton {"x":["village","hamlet","town","civil parish","community","regional county municipality","habitational surname"]}
Churchward {"x":[]}
Deal {"x":["coastal town"]}
Bank {"x":["village"]}
Eye {"x":["place name"]}
Grim {"x":["surname"]}
Haw {"x":["river"]}
Goddess {"x":["Lady"]}
House {"x":["chamber"]}
Herne {"x":["village"]}
Knight {"x":["mounted soldier"]}
Lance {"x":["lance","Lancelot"]}
Hummer {"x":["surname"]}
Kraken {"x":["sea monster"]}
Mia {"x":[]}
Piddle {"x":["brook"]}
Main {"x":["river"]}
Ridley {"x":["surname from Old English","name","hamlet"]}
Scone {"x":["village"]}
Rein {"x":["surname"]}
Sale {"x":["town"]}
Rod {"x":[]}
Sandwich {"x":["town","surname"]}
Sandy {"x":["market town"]}
Rugby {"x":["town in Warwickshire, England, where the sport of rugby is thought to have originated"]}
Start {"x":["surname"]}
Otto {"x":["male given name","surname","place"]}
Sten {"x":["surname","Stone","Peter"]}
Single {"x":[]}
Stoke {"x":[]}
Wang {"x":["surname from Chinese","surname from Danish","surname from Korean"]}
bache {"n":["dale"]}
gimmer {"n":["ewe"]}
gesundheit {"x":["Said to someone who has just sneezed"]}
Badminton {"x":["village"]}
Clifford {"x":["surname","name","village","places"]}
grass-green {"n":["bright green"],"a":["bright green"]}
ocker {"n":["usury","increase"],"v":["increase"]}
uplandish {"a":["countrified","savage","mountainous"]}
Barnaby {"n":["dance"],"x":["given name"]}
gnar {"v":["snarl"]}
Ashley {"x":["village","hamlet","surname","name"]}
unto {"p":["Up to","To"],"i":["Up to","To"]}
Averil {"x":["female given name"]}
Edith {"x":["female given name"]}
ch {"n":["I"]}
soc {"n":["jurisdiction"]}
Hase {"x":["river"]}
Ludgate Hill {"x":["hill"]}
boxen {"a":["boxwood"]}
fadge {"v":["suit","agree","cope","eat together","trot"],"n":["potato bread","wool pack","small loaf","trot"]}
peace and quiet {"n":["peace"]}
-ton {"x":["town"]}
bindle {"n":["rope"]}
Cheapside {"x":["marketplace","street","village","hamlet","community","ghost town"]}
futtock {"n":["rib-timber"]}
Knaggs {"x":["surname"]}
kie {"n":["cow"]}
minging {"a":["ugly","dirty"]}
ming {"v":["mention"],"n":["mixture"]}
flet {"n":["floor","home"]}
strongest {"a":["most strong"]}
hade {"n":["estate"]}
linn {"n":["waterfall","ravine"]}
Quorn {"x":["village","town","mycoprotein-based food"]}
leden {"n":["speech"]}
thwaite {"n":["clearing"]}
Ethel {"x":["female given name"]}
Proto-Germanic {"x":["ancestor language"]}
bein {"a":["wealthy","comfortable","cosy"],"r":["comfortably"],"v":["render comfortable","dry"]}
til {"p":["till"],"i":["till"]}
thereat {"r":["there"]}
Mersey {"x":["river"]}
thereunder {"r":["under"]}
hlaford {"n":["lord"]}
eorl {"n":["nobleman"]}
thoil {"v":["justify"]}
burh {"n":["fort"]}
Tiw {"x":["Tyr"]}
blore {"v":["weep","bray","bellow"]}
proving {"n":["Experimentation"]}
Fernando {"x":["male given name"]}
eoten {"n":["giant"]}
sted {"n":["stead"],"r":["instead"]}
dreich {"a":["tedious","boring","bleak","sluggish","gloomy","laborious","continuous","dreary","inaccessible"],"n":["tedious task","gloom"]}
Preston {"x":["industrial city in Lancashire, England","hamlet in Kingsteignton parish, Teignbridge district, Devon","suburb of Paignton, Torbay borough, Devon","suburban village north-east of Weymouth, Dorset","village and civil parish in the East Riding of Yorkshire, east of Hull","suburb of Brighton, East Sussex","village and civil parish east of Cirencester, Cotswold district, Gloucestershire","hamlet in Dymock parish, Forest of Dean district, Gloucestershire","suburban area in the borough of Brent, Greater London","village and civil parish in North Hertfordshire district, Hertfordshire","town in Caroline County, Maryland","hamlet in Ellingham parish, northern Northumberland","village and civil parish north of Uppingham, Rutland","town in Chenango County, New York","hamlet in Upton Magna parish, east of Shrewsbury, Shropshire","hamlet in Stogumber parish, Somerset","suburb of North Shields, Metropolitan Borough of North Tyneside, Tyne and Wear","hamlet in Aldbourne parish and Ramsbury parish, east Wiltshire","hamlet in Lyneham and Bradenstoke parish, north-central Wiltshire","community in Cambridge, Ontario","rural locality in the Whitsunday Region, north Queensland","rural locality in Toowoomba Region and Lockyer Valley Region, south Queensland","village in Central Coast council area, Tasmania","unincorporated community in Sonoma County, California","ghost town in Summit County, Colorado","town in New London County, Connecticut","unincorporated community in Randolph County, Illinois","unincorporated community, the county seat of Webster County, Georgia","city, the county seat of Franklin County, Idaho","township in Richland County, Illinois","unincorporated community in Harrison Township, Vigo County, Indiana","minor city in Jackson County, Iowa","minor city in Pratt County, Kansas","unincorporated community in Bath County, Kentucky","city, the county seat of Fillmore County, Minnesota","township in Fillmore County, Minnesota","unincorporated community in Kemper County, Mississippi","unincorporated community in Jasper County, Missouri","inactive township in Platte County, Missouri","village in Richardson County, Nebraska","neighbourhood of the town of Cary, North Carolina","unincorporated community in Okmulgee County, Oklahoma","township in Wayne County, Pennsylvania","census-designated place in Grayson County, Texas","unincorporated community in King County, Washington","town in Adams County, Wisconsin","unincorporated community in the towns of Fennimore and Wingville, Grant County, Wisconsin","ghost town in Wharton County, Texas","town in Trempealeau County, Wisconsin","suburb of Prestonpans, East Lothian council area","hamlet next to East Linton, East Lothian council area","village north of Duns, Berwickshire, Scottish Borders council area","area in Halifax regional municipality, Nova Scotia","suburb of Melbourne, in the City of Darebin, Victoria","village in Hickory County, Missouri","habitational surname from Old English","male given name transferred from the surname"]}
Irwin {"x":["surname","given name"]}
have to {"v":["Must","need"]}
dene {"n":["valley"]}
goit {"n":["small artificial channel carrying water"]}
gemot {"n":["assembly"]}
gebur {"n":["villein"]}
witan {"n":["council","witenagemot"]}
spruik {"v":["promote"]}
Vang {"x":["surname"]}
gooseherd {"n":["gooseherd"]}
brian {"v":["keep fire"]}
holme {"n":["holm"]}
houseless {"a":["homeless"]}
whitebeam {"n":["whitebeam"]}
quaking {"n":["quake"],"a":["shaking","trembling","shivering"],"v":["quaking"]}
sceat {"n":["coin"]}
Welch {"x":["Welsh"]}
Ellingham {"x":["small village","village","surname"]}
yuletide {"n":["flower"]}
Amalia {"x":["name"]}
gleek {"n":["jest","look","stream of saliva"],"v":["mock","jest","discharge"]}
-tide {"x":["Time"]}
collop {"n":["slice of meat","rasher","roll of flesh","slice"]}
Berwick-upon-Tweed {"x":["town","council","district"]}
thewed {"a":["muscled","educated"]}
-ware {"x":["collectively items made from a substance","collectively items made in a place","collectively items of a kind or use"]}
eelbuck {"n":["device"]}
newer {"a":["more recent"]}
newest {"a":["most new"]}
Holton {"x":["inhabited place"]}
magbote {"n":["compensation"]}
aken {"v":["bear","give birth to"]}
agrise {"v":["shudder","terrify"]}
agenbite {"n":["remorse","agenbite"]}
beest {"v":["are"]}
Rodney {"x":["surname","male name"]}
kast {"n":["cupboard"]}
Swanage {"x":[]}
Wareham {"x":["placename:"]}
flinder {"n":["splinter"]}
infangthief {"n":["privilege"]}
gowk {"n":["yolk"],"v":["stupefy"]}
Exeter {"x":["city and local government district, the county town of Devon, in south-west England","village in Wingecarribee Shire, New South Wales, Australia","suburb of Adelaide, South Australia","town in Tasmania, Australia","community in Huron County, Ontario, Canada","city in Tulare County, California","village in Connecticut","village in Illinois","town in Maine","township in Michigan","city in Barry County, Missouri","village in Nebraska","town in New Hampshire","town in Otsego County, New York","ghost town in Ohio","township in Pennsylvania","township in Wyoming County, Pennsylvania","town in Rhode Island","unincorporated community and coal town in Virginia","town in Wisconsin","Exeter College, Oxford"]}
latigo {"n":["strap"]}
cursing {"n":["curse"]}
outfangthief {"n":["privilege","thief"]}
nixie {"n":["water-spirit"]}
tjaele {"n":["frozen ground"]}
crome {"n":["implement"],"v":["use"]}
Garrett {"x":["surname","given name","place"]}
Ingram {"x":["male given name from the Germanic languages, in modern use transferred back from the surname","surname originating as a patronymic"]}
neenish tart {"n":["small tart"]}
shtum {"a":["silent","speechless","dumb"]}
ake {"v":["Archaic spelling of ache"],"n":["Archaic spelling of ache"]}
Clarke {"x":["surname","county"]}
-dom {"x":["jurisdiction"]}
Wainwright {"x":["surname","town","places","town"],"n":["fells"]}
tatters {"n":["tatter"],"v":["tatter"]}
aeger {"n":["wave"]}
Pinkerton {"x":[],"n":["operative"]}
Bolton {"x":["placename:","town and metropolitan borough in Greater Manchester, England","surname"]}
lusk {"a":["lazy","ripe"],"n":["lazy person"],"v":["idle"]}
dreidel {"n":["spinning top","gambling game"]}
-ster {"x":["Someone who is associated with, or who does something specified"]}
Snowdon {"x":["placename","Welsh mountain","Montreal neighbourhood","English surname","Devon hill"]}
háček {"n":["caron"]}
risp {"v":["rasp","grate"],"n":["rubbing","grating"]}
rax {"v":["stretch","reach","hand","stretch oneself"]}
Hamm {"x":["city"]}
hehe {"x":["giggle"]}
Brussels sprout {"n":["vegetable"]}
saeter {"n":["meadow","barn","cabin","dairy","farm"]}
groaning {"a":["laden"],"n":["sound","time"],"v":["groan"]}
coast guard {"n":["officer"]}
Emma {"x":["given name"]}
Wendy {"x":["coinage"]}
Brandon {"x":["surname","given name","towns","village","city"]}
Fulcher {"x":["surname"]}
brang {"v":["simple past of bring"]}
brung {"v":["brought"]}
Dobermann {"n":["dog"]}
Clifton {"x":["surname","placename","locale","suburb","village","town","city","neighborhood","unincorporated community","ghost town"]}
Law {"x":["hill","village"]}
sny {"v":["move","proceed"],"n":["curve","edge"]}
stook {"n":["pile","sheaves"],"v":["stook"]}
kile {"n":["sore"]}
cometh {"v":["come"]}
-es {"x":["verbs ending in -ch","verbs ending in -s","verbs ending in -ce","verbs ending in -ge","verbs ending in -x","verbs ending in -z","verbs ending in -o","verbs ending in -sh","verbs ending in -y"]}
rit {"n":["scratch","score","groove"],"v":["scratch","tear","slit"]}
mell {"v":["say","tell"],"n":["conversation"]}
wan- {"x":["un-"]}
Charles' Wain {"x":["asterism","constellation"]}
reif {"n":["Robbery"]}
witenagemot {"n":["assembly","session"]}
lemman {"n":["leman"]}
lynchet {"n":["bank"]}
to- {"x":["apart","cleaving","do excessively","completely"]}
mead-bench {"n":["bench"]}
eleventy {"n":["large number"]}
pooka {"n":["fairy"]}
faeder {"n":["male"]}
bren {"v":["burn"]}
beot {"n":["boast","boastfulness"]}
Audrey {"x":["female name","male name"]}
fayre {"a":["beautiful"]}
fas {"n":["border","fringe"]}
ziege {"n":["fish"]}
wot {"v":["know"]}
stepchildren {"n":["stepchild"]}
keek {"v":["peek","peep"],"n":["look","peek"]}
flirter {"n":["One who flirts"]}
waulk {"v":["makeclothdenser"]}
as if {"p":["manner suggesting","mimicry"],"i":["manner suggesting","mimicry"],"x":["highly unlikely"]}
saddle bow {"n":["bow"]}
Glastonbury {"x":["town","festival","neighbourhood"]}
ceorl {"n":["churl"]}
Woodstock {"x":["festival","placename"]}
hangeth {"v":["hang"]}
Lenten {"a":["meagre","sombre"]}
Alyssa {"x":[]}
Hayley {"x":["placename","surname","given name"]}
Ipswich {"x":["town","city","coastal town","small city","community"]}
Dudley {"x":["town","surname","given name","townships","township"]}
Norwich {"x":["city and local government district in and county town of Norfolk, England"]}
Kiel {"x":["capital"]}
Messing {"x":["village"]}
Linde {"x":["surname"]}
Rede {"x":["river"]}
Æsir {"x":["deities"]}
housecarl {"n":["member of the Scandinavian royal household troops"]}
Stratford {"x":["town","suburb","town","locality","city","town","township","town","market town","town","place","place","town","borough","community","city","town","town","town","community","community","surname","town","town","city","village"]}
Bert {"x":["given name"]}
Mildred {"x":["female given name"]}
Chelsea {"x":["town","porcelain","place","neighborhood","village","given name","football club"]}
scran {"n":["grub","rubbish"],"v":["eat","nick"]}
-ock {"x":["diminutive"]}
zenana {"n":["harem","effeminate male"]}
broon {"n":["brown"],"a":["brown"]}
wor {"x":["Our"]}
North Shields {"x":["town"]}
Eton {"x":["town and parish","school","town","surname"]}
stade {"n":["wharf"]}
Vance {"x":["surname"]}
Middlesbrough {"x":["town"]}
Wolverhampton {"x":["city"]}
stempel {"n":["shelf"]}
South Shields {"x":["town"]}
clem {"v":["starve"]}
Völuspá {"x":["Prophecy"]}
besprenge {"v":["sprinkle"]}
atwix {"p":["betwixt"],"i":["betwixt"]}
Arundel {"x":["market town"]}
Wilfred {"x":["male given name"]}
bove {"p":["Above"],"i":["Above"]}
heighth {"n":["height"]}
Elton {"x":["name","surname","village","hamlet","suburb","town"]}
hoar frost {"n":["frost"]}
Reynold {"x":["surname"]}
Wickham {"x":["village","habitational"]}
Yarmouth {"x":["placename"]}
Bordon {"x":["town"]}
Tadley {"x":["town"]}
Barnstaple {"x":["town","parish"]}
Fareham {"x":["town","borough"]}
Maidstone {"x":["town","borough"]}
Birkenhead {"x":["town"]}
Chelmsford {"x":["city in and the county town of Essex, England, granted city status in 2012"]}
Swindon {"x":["town","village","community"]}
Ringwood {"x":["placename:","habitational surname from Old English"]}
Luton {"x":["town","hamlet","village","airport"]}
Colchester {"x":["town"]}
leasing {"n":["falsehood"]}
Malmö {"x":["city"]}
Norwegia {"x":[]}
Shrewsbury {"x":["large market town","hamlet"]}
Hertford {"x":["town","college"]}
Peckham {"x":["suburb"]}
Abram {"x":["surname","village"]}
wythe {"n":["thickness"]}
Magdeburg {"x":["city"]}
Hungerford {"x":["placename"]}
Elmer {"x":["surname","name","city","borough","town"],"n":["guide"]}
Alwin {"x":["male given name"]}
Harley {"x":["village","settlement","township","community","surname","given name"],"n":["motorcycle"]}
Barnsley {"x":["market town","village","hamlet","township","locality","unincorporated community","habitational surname"]}
skarn {"n":["rock"]}
vang {"v":["undertake"]}
Newbury {"x":["town in Berkshire, England"]}
firn {"n":["old snow"]}
Rhode {"x":["woodland clearing","reed bed"]}
songer {"n":["songster"]}
stane {"n":["stone"]}
thrapple {"n":["throat"],"v":["strangle","throttle"]}
nep {"n":["knot"],"v":["knot"]}
kye {"n":["kye"]}
salten {"a":["salty"]}
hot-brain {"n":["hothead"]}
comen {"v":["comen"]}
arread {"v":["tell","teach","guess","read"],"n":["Advice"]}
elven {"n":["elf"]}
sitten {"v":["sat"],"a":["seated","settled","stationary"]}
scared to death {"a":["Extremely frightened"]}
deeming {"v":["deeming"],"n":["judgment"]}
hership {"n":["plunder"]}
tose {"v":["touse"]}
Hilda {"x":["St Hilda of Whitby"]}
foughten {"v":["fought"]}
yestreen {"n":["night"]}
plestor {"n":["village green"]}
besnow {"v":["cover","scatter","whiten"]}
if need be {"r":["If necessary"]}
wifeless {"a":["unmarried","without"]}
Griselda {"x":["wife"],"n":["woman"]}
pirn {"n":["spool","yarn"],"v":["wind"]}
rankly {"r":["rankly"]}
Bramley {"x":["Any of several places in England:","village in North East Derbyshire district, Derbyshire","village in Basingstoke and Deane district, Hampshire","village in the Metropolitan Borough of Rotherham, South Yorkshire","village and civil parish in Waverley borough, Surrey","suburb in the Metropolitan Borough of Leeds, West Yorkshire","habitational surname from Old English"]}
forsee {"v":["foresee","oversee"]}
endlong {"p":["Along"],"i":["Along"],"r":["Continuously","On end"]}
Everett {"x":["surname","name","placename","city"]}
Baxter {"x":["Baker","male given name","township","community"]}
Norton {"x":["place","suburb","village","town","borough","district","county","parish"],"n":["motorcycle","book"]}
lisse {"v":["relieve","ease"]}
Buckingham {"x":["place name","town in Buckinghamshire, England","unincorporated community in Colorado, United States","village in Illinois, United States","unincorporated community in Iowa, United States","census-designated place, the county seat of Buckingham County, Virginia, United States","habitational surname from Old English derived from the place name"]}
Clarendon {"x":["peerage title","parish","city","surname","typeface"]}
Barton {"x":["hamlet","village","town","community","surname","male given name"]}
Clayton {"x":["placename","town in Alabama","city in California","town in Delaware","city in Georgia","city in Idaho","town in Indiana","village in Illinois","city in Iowa","city in Kansas","town in Louisiana","village in Michigan","city in Missouri","borough of New Jersey","town in New Mexico","town in New York","town in North Carolina","city in Ohio","town in Oklahoma","town in Wisconsin","county","few places in England","suburb of Melbourne, Australia","surname","given name"]}
Bertram {"x":["male given name"]}
swidden {"n":["slash-and-burn"],"v":["clear"]}
grum {"a":["stern","guttural"]}
milking {"v":["milking"]}
head man {"n":["leader"]}
Wentworth {"x":["village","town","township","community","suburb"]}
dunt {"n":["stroke","blow"],"v":["strike","knock"]}
al- {"x":["Alternative form of all-"]}
houseleek {"n":["plant"]}
Willoughby {"x":["village","town","place","surname","given name"]}
Colton {"x":["placename","number of places in England","village","city","unincorporated community","locality","minor city","ghost town","habitational surname","male given name"]}
Kensington {"x":["suburb of Liverpool, Merseyside, England","town in Prince County, Prince Edward Island, Canada","census-designated place in San Diego County, California","city in Kansas","suburb of Timaru, Canterbury, New Zealand"],"n":["kensington"]}
Edwina {"x":["female name"]}
soe {"n":["vessel"]}
falda {"n":["skirt"]}
toen {"n":["toes"]}
haglaz {"n":["symbol"]}
Ramsey {"x":["town","surname","name"]}
Frida {"x":["female given name"]}
snath {"n":["shaft"]}
singeing {"v":["burning"]}
bubber {"n":["drinking bowl","drunkard"]}
Waverley {"x":["surname","station","placename"]}
Upton {"x":["habitation"]}
mee {"n":["me"]}
didapper {"n":["bird","scoundrel"]}
Sheldon {"x":["place","village","city","town"]}
geest {"n":["landscape"]}
go to hell {"v":["be ruined","angry"]}
steading {"n":["farmhouse","homestead","estate"],"v":["stead"]}
berewick {"n":["estate"]}
mad as a hatter {"a":["crazy"]}
twistle {"n":["boundary"]}
naze {"n":["headland"]}
vraic {"n":["seaweed"]}
time and tide wait for no man {"x":["Opportunities will not wait"]}
cheeselep {"n":["rennet","bag"]}
hede {"n":["rank","order","condition","quality"]}
mang {"p":["amid","amongst","among"],"i":["amid","amongst","among"],"v":["mix"]}
holpen {"v":["helped"]}
holp {"v":["help"]}
gaffle {"n":["lever"],"v":["equip"]}
sorrily {"r":["poorly"]}
besnowed {"a":["snow-covered"],"v":["besnowed"]}
thirling {"n":["boring","thirl","mark"]}
thig {"v":["beg","solicit","crave","seek"]}
yeo {"n":["ea"]}
baken {"v":["baked"]}
Mjollnir {"x":["hammer"]}
sook {"v":["sook"]}
Elfland {"x":["Home"]}
seg {"n":["man","fellow"]}
Hailey {"x":["surname","given name","placename","village","city"]}
smeary {"a":["smear-prone","greasy"]}
Atherton {"x":["placename:","town in the Metropolitan Borough of Wigan, Greater Manchester, England","town in the Tablelands Region, Queensland, Australia","town in San Mateo County, California, United States","habitational surname from Old English"]}
morning gift {"n":["gift"]}
Kelsey {"x":["hamlet","community"]}
