adwell {"v":["allure","attract"]}
onemoodness {"n":["unity"]}
onereadness {"n":["concord","agreement"]}
onesome {"n":["solo","singlet"]}
oning {"n":["unification","joining"]}
orcheap {"r":["gratis","without payment"]}
ordeer {"n":["protozoan"]}
oret {"v":["disgrace","shame"]}
oretship {"n":["infamy","disgrace"]}
orf {"n":["cattle","livestock"]}
orfowl {"n":["archaeopteryx","bird"]}
orgel {"n":["pride","haughtiness"],"a":["proud","prideful"]}
orground {"n":["primal cause"]}
orley {"n":["war"]}
ormete {"a":["limitless","boundless"]}
ormetly {"r":["excessively","immensely"]}
ormetness {"n":["excess","immensity"]}
ormood {"a":["hopeless","despairing","uncourageous"]}
ormoodness {"n":["despair"]}
orn {"n":["excess","excessive"],"a":["excess","excessive"]}
orped {"a":["stout-hearted","bold","valiant"]}
orsorrow {"a":["carefree"]}
orth {"n":["breath"]}
orthank {"n":["skill","cunning"],"a":["skillful","cunning"]}
ortroth {"n":["distrust"]}
orwood {"n":["wood"]}
oughten {"n":["twilight"]}
oughtsong {"n":["matins","nocturns"]}
outbear {"v":["support"]}
outbowed {"a":["convex","bulging"]}
outbreathe {"v":["exhale","expire"]}
outcund {"a":["strange"]}
outhwitly {"a":["academic"]}
outname {"n":["xenonym"]}
outroot {"v":["root out","eradicate"]}
over against {"p":["against"],"i":["against"]}
overboldness {"n":["audacity","foolhardiness","temerity"]}
overdoor {"n":["lintel"]}
overfall {"v":["attack","assail","assault","fall upon"]}
overfearful {"a":["overly fearful"]}
overmood {"n":["overconfidence","pride","hubris"]}
overmoodly {"r":["proudly","arrogantly"]}
overmoody {"a":["proud","arrogant"]}
oversit {"v":["neglect","omit"]}
overspeak {"v":["overstate","exaggerate"]}
overspeech {"n":["loquacity","exaggeration"]}
oversummer {"v":["aestivate"]}
overtread {"v":["trespass","interlope"]}
overtreader {"n":["trespasser"]}
overway {"n":["overpass"]}
overween {"v":["presume","be over confident"]}
overword {"n":["refrain","chorus"]}
ovestly {"r":["hastily","speedily"]}
owhither {"r":["anywhither"]}
owing to {"p":["because of"],"i":["because of"]}
ownspeech {"n":["idiom"]}
oxgang {"n":["measure of land"]}
pepon {"n":["gourd","pumpkin"]}
Perseland {"n":["Persia"],"p":["Persia"],"i":["Persia"]}
pickthank {"n":["sycophant"],"a":["sycophantic"]}
pind {"v":["enclose","pen","impound","cage","imprison","confine","restrain","limit"]}
plail {"a":["playful","sportive"]}
plaily {"a":["ludic","theatrical"]}
platch {"n":["square","marketplace"]}
playgame {"n":["pastime"]}
playman {"n":["player","athlete","wrestler","gymnast"]}
plee {"n":["danger","peril","risk"]}
pleely {"a":["dangerous"]}
plitch {"v":["pull","pluck"]}
pond duck {"n":["mallard"]}
portick {"n":["porch","portico"]}
pote {"v":["poke","push","thrust"]}
potgun {"n":["mortar","artillery"]}
pothead whale {"n":["pilot whale"]}
potwhale {"n":["sperm whale"]}
psalter {"n":["psalter"]}
put by {"v":["set aside","evade"]}
quale {"n":["death","quelling","plague"]}
quarternward {"n":["gaoler","jailor","warder"]}
quead {"n":["wickedness"],"a":["wicked"]}
queal {"v":["die","perish"]}
queath {"v":["declare","say"]}
queller {"n":["killer"]}
quenchcoal {"n":["person or thing that undermines zeal"]}
quickfee {"n":["cattle"]}
quick-in-hand {"n":["balsam"]}
quitch {"n":["quack grass"]}
quoon {"v":["lament"]}
railthane {"n":["robekeeper"]}
rainpiper {"n":["plover"]}
rakedly {"a":["palatial"]}
rakeshame {"n":["rogue"]}
randbigh {"n":["boss","umbo"]}
rasen {"n":["beam"]}
ratheripe {"a":["precocious","rareripe"]}
rathest {"a":["soonest","earliest"]}
reacon {"a":["apt","prompt","capable","qualified"]}
readingbook {"n":["lesson book","lectionary"]}
reardbearer {"n":["person"]}
rearmouse {"n":["bat"]}
reasow {"v":["suspect","suppose"]}
reasower {"n":["counsellor","chief"]}
reaver {"n":["robber","raider","bandit","plunderer","marauder"]}
reckful {"a":["attentive"]}
recking {"n":["concern","caution"]}
reckness {"n":["narration","history","report"]}
red fingerapple {"n":["jujube","the fruit of this plant"]}
red maithe {"n":["plant"]}
redeful {"a":["wise","prudent"]}
redegift {"n":["gift"]}
redely {"r":["promptly","surely","certainly","explicitly"]}
redesman {"n":["counsellor"]}
reekle {"n":["incense"],"v":["incense"]}
reeklevat {"n":["censer"]}
reet {"v":["cheer","gladden","comfort"]}
reeth {"a":["fierce","wild"],"n":["triumph"]}
reethness {"a":["ruthlessness","mercilessness","cruelness"]}
remming {"n":["hindrance","obstacle"]}
Restday {"n":["day of rest"]}
resthome {"n":["old people's home","old folk's home"]}
resthouse {"n":["hotel","hostel"]}
retcher {"n":["explainer","expounder"]}
ridgebone {"n":["backbone","spine","vertebra"]}
RIF {"x":["RIP","rest in peace"]}
rightframed {"a":["orthodox"]}
rightminded {"a":["sane","decent","upright"]}
rimer {"n":["counter"]}
rimth {"n":["extent","space"]}
rinenly {"a":["physical"]}
ringnet {"n":["mail","chainmail","hauberk"]}
rinnel {"n":["runner"]}
rissle {"n":["soft fat","suet"]}
rodder {"n":["firmament","aether"],"x":["astro-","cosmo-"]}
roddercraft {"n":["spaceship"]}
rodderfarer {"n":["astronaut"]}
rodderlore {"n":["astronomy"]}
roke {"n":["spittle","matter brought up when clearing the throat"]}
Rone {"n":["Rouen","city"]}
roodhang {"n":["crucifix"]}
roodsithe {"n":["crusade"]}
Roomer {"n":["one who lives in the city of Rome"]}
roomet {"n":["space","clearance"]}
roomhearted {"a":["generous"]}
roor {"a":["potent","vigorous"]}
rop {"n":["intestine","entrails","guts","bowels"]}
Rothem {"n":["city"],"p":["city"],"i":["city"]}
rothern {"a":["of oxen","of cattle"]}
rothhound {"n":["mastiff","large dog"]}
rownshat {"n":["cryptocurrency"]}
rownstaff {"n":["rune"]}
rowny {"a":["mystical","mysterious"]}
rud {"n":["blush","marigold","redden"],"v":["blush","redden"]}
ruechary {"a":["troubled","anxious","sorrowful"]}
run in {"n":["conflict"]}
runningfowl {"n":["courser"]}
runthrough {"n":["rehearsal","summary"]}
rus {"n":["ground"]}
rushleek {"n":["chives"]}
sackless {"a":["innocent","blameless","guiltless"]}
saddletree {"n":["saddletree"]}
sade {"v":["satisfy"]}
safin {"n":["savin"]}
sailorly {"a":["nautical"]}
sain {"n":["sign","banner","standard"],"v":["sign"]}
salework {"n":["goods"]}
saltstone {"n":["halite","rock salt"]}
salvy {"n":["sage","plant"]}
samblind {"a":["half-blind","dim-sighted"]}
samborn {"a":["half-born","aborted"]}
samed {"r":["together"],"p":["together"],"i":["together"]}
samey {"a":["generic","monotonous"],"r":["generic","monotonous"]}
sameyness {"n":["monotony"]}
sammening {"n":["convention","congregation"]}
sammer {"n":["gatherer"]}
samwhole {"a":["not whole"]}
samwise {"a":["foolish","simple"]}
sarecrafty {"a":["wily","cunning"]}
sarely {"a":["artful","mechanical"]}
sareman {"n":["engineer"]}
sarenet {"n":["snare"]}
sarethankle {"a":["cunning","shrewd"]}
Sarmondish {"n":["Sarmatian"],"p":["Sarmatian"],"i":["Sarmatian"],"a":["Sarmatian"]}
satch {"n":["strife","conflict"]}
saught {"n":["reconciliation","peace"],"v":["reconcile","peace"]}
saughten {"v":["make peace","reconcile"]}
scathefulness {"n":["injuriousness","destructiveness"]}
scathel {"n":["injury"],"a":["harmful","noxious","injurious"]}
sclair {"n":["veil","headgear"]}
seabladder {"n":["Physalia physalis animal","Portuguese man-of-war"]}
seaduck {"n":["bird","eider","scoter"]}
seaear {"n":["Haliotis mollusc","abalone","ormer"]}
seafarth {"n":["the sea shore"]}
seafennel {"n":["samphire"]}
seaganger {"n":["mariner"]}
seahaven {"n":["seaport"]}
seahawk {"n":["skua","jaeger"]}
seahen {"n":["guillemot","murre"]}
seahound {"n":["dogfish","shark"]}
sealine {"n":["horizon"]}
sealsmolt {"n":["seal oil"]}
sealy {"a":["marine","oceanic"]}
seamere {"n":["lagoon"]}
seaminnow {"n":["anchovy"]}
searaven {"n":["cormorant"]}
seaswallow {"n":["tern"]}
seater {"n":["ambusher"]}
seath {"n":["pit","hole"]}
seathrowend {"n":["Eurypterida","eurypterid"]}
seethrough {"a":["transparent","translucent"]}
seld {"a":["rare","infrequent"],"r":["infrequently","rarely"],"n":[],"x":["rare-"]}
selfkill {"v":["kill oneself"]}
selfkiller {"n":["one who has killed oneself"]}
selfmurtherer {"n":["one who kills oneself"]}
selfshrithe {"v":["motivate oneself"]}
selfweening {"n":["conceitedness","self-conceit","self-importance","arrogance","egotism","vanity"],"a":["conceited","self-important","arrogant","egotistical","vain","opinionated"]}
selfwielding {"a":["self-governing"]}
sench {"v":["sink","drown"]}
sendforth {"n":["send-off"]}
seringapple {"n":["fruit"]}
sester {"n":["pitcher","liquid measure"]}
settingtoken {"n":["music"]}
sevenleaf {"n":["septfoil"]}
sevenwield {"n":["heptarchy"]}
shab {"n":["scab","mange"]}
shaftlore {"n":["chemistry"]}
shaftmote {"n":["atom"]}
shaly anteater {"n":["pangolin"]}
shamefast {"a":["bashful","modest","shy"]}
shandly {"a":["infamous","shameful"]}
shapeshifting {"n":["transformation","metamorphosis"],"a":["metamorphic","protean"]}
sharn {"n":["dung","manure"]}
shawwort {"n":["plant"]}
Shedland {"n":["Scandinavia"]}
shedmaking {"n":["differentiation"]}
shelchen {"n":["maidservant","handmaid"]}
sheldgoose {"n":["Centrornis bird","Chloephaga bird"]}
shellhouse {"n":["grotto"]}
shepherd leeth {"n":["poem"]}
sheriffdom {"n":["shrievalty"]}
shide {"n":["plank","splinter","chip"]}
shidewall {"n":["palisade"]}
shieldend {"n":["protector","defender"]}
shieldock {"n":["shield","buckler"]}
shinelock {"n":["delusion","superstition","spectre","phantom","apparition"]}
shinelocker {"n":["magician"]}
shinely {"a":["spectral"]}
shipman {"n":["sailor","seaman"]}
Shith {"n":["Scythian"],"p":["Scythian"],"i":["Scythian"]}
Shithish {"n":["Scythian","Ossetian"],"p":["Scythian"],"i":["Scythian"],"a":["Scythian","Ossetian"]}
shive {"n":["slice"]}
shoe-leather {"a":["old-fashioned","old-school"]}
shoppy {"a":["poetic"]}
shortlong {"n":["iamb"],"a":["iamb"]}
showglass {"n":["showcase"]}
shree {"v":["shriek"]}
shride {"v":["clothe","dress"]}
Shridfinn {"n":["Laplander"],"p":["Laplander"],"i":["Laplander"]}
shriftfather {"n":["confessor"]}
shrubland {"n":["brushland"]}
shruttening {"n":["examination"]}
shurt {"v":["amuse","enjoy"]}
sibsome {"a":["peaceable"]}
sid {"n":["morality","custom","habit"]}
sidden {"n":["soothsaying","sei","r","necromancy"]}
sidelings {"r":["sideways","alongside"]}
sightfield {"n":["field of vision","field of view"]}
sightsman {"n":["tour guide","local guide"]}
Siler {"n":["Ethiopian"],"p":["Ethiopian"],"i":["Ethiopian"]}
Silerland {"n":["Nubia","Ethiopia","Cush"],"p":["Nubia","Ethiopia","Cush"],"i":["Nubia","Ethiopia","Cush"]}
sillen {"n":["gift"]}
silverking {"n":["tarpon"]}
silverthaw {"n":["glaze ice"]}
sind {"v":["are"]}
Sine {"n":["river"],"p":["river"],"i":["river"]}
singale {"a":["continuous","continual"]}
singaleness {"n":["constancy"]}
sinkgiver {"n":["treasure-giver","lord"]}
sinkroom {"n":["scullery"]}
sinwelt {"a":["circular"]}
sitch {"n":["ditch"]}
sithefat {"n":["path","road"]}
sittingroom {"n":["parlour","lounge"]}
siver {"a":["sober","circumspect"]}
skent {"v":["entertain","amuse"]}
skool {"n":["school"]}
slail {"n":["pick"]}
sleat {"v":["chase"]}
sleave {"v":["separate threads","divide"]}
sletch {"v":["ease","relieve"]}
slidder {"a":["slippery","uncertain"]}
slike {"v":["smoothen","polish"]}
slithe {"a":["dire","dangerous"]}
slive {"v":["cut","slice"]}
smack of {"v":["taste of","come across as"]}
smackbound {"a":["subjective"]}
smallminded {"a":["petty","narrow-minded"]}
smatch of {"v":["taste of"]}
smearle {"n":["ointment","salve"]}
smeddum {"n":["powder","fine powder","fine flour"]}
smeech {"v":["smoke","emit smoke","emit vapor"]}
smeeth {"v":["make smooth","expedite"]}
smeying {"n":["investigation","study","inquiry"]}
smilt {"a":["calm","serene","tranquil","placid"]}
smiltness {"n":["calmness","serenity","tranquillity"]}
smitting {"a":["infectious","contagious"]}
smow {"v":["creep","crawl"]}
snarch {"v":["shrivel","dehydrate"]}
snark {"n":["sarcasm"]}
sneem {"r":["swiftly","rapidly","quickly","immediately","at once"]}
snike {"v":["crawl","creep","sneak"]}
snite {"n":["snipe","bird","bird"],"v":["blow one's nose","snuff out"]}
snithy {"a":["cutting","sharp"]}
snitter {"n":["wisdom"]}
snoter {"a":["prudent","sagacious"]}
snoterly {"a":["wise","prudent"],"r":["wisely","prudently"]}
snoterness {"n":["wisdom","intelligence"]}
snoud {"a":["swift"],"r":["quickly","swiftly"]}
snowhen {"n":["ptarmigan"]}
softshaded {"a":["pastel"]}
softship {"n":["ease","comfort","convenience"]}
soken {"n":["search","district"]}
solken {"a":["lazy"]}
somedeal {"a":["partial","partly"],"r":["partial","partly"]}
son-of-the-sun {"n":["frigatebird"]}
soothbound {"a":["bound to fact","objective"]}
soothquid {"n":["fact"]}
soothsaw {"n":["proverb","maxim"]}
soothsawl {"a":["truth saying"]}
soothspel {"n":["true story","history"]}
soothy {"a":["sincere","authentic","actual"]}
soullattew {"n":["spirit","deity"]}
sourdock {"n":["sorrel"]}
Southumber {"n":["Southumbria","Southumbrians"],"p":["Southumbria"],"i":["Southumbria"]}
Southumberrich {"n":["Mercia"],"p":["Mercia"],"i":["Mercia"]}
sowel {"n":["post"]}
sowl {"n":["meat","pottage","sauce","topping"]}
sparhawk {"n":["bird","sparrowhawk"]}
sparlire {"n":["calf"]}
sparstone {"n":["gypsum"]}
speal {"v":["save","spare"]}
speedful {"a":["successful","prosperous"]}
speld {"n":["splinter","torch"]}
spird {"n":["racetrack","racecourse"]}
spitbox {"n":["spittoon"]}
spitbreed {"n":["kebab"]}
spittlewort {"n":["pellitory"]}
spokebone {"n":["bone"]}
spoonwort {"n":["Cochleara plant","scurvygrass"]}
sprank {"n":["shoot","twig","sprig"]}
sprind {"a":["vigorous","active"]}
spring green {"n":["mint green"],"a":["mint green"]}
springe {"v":["scatter"]}
spurrier {"n":["spy"]}
squeezebox {"n":["accordion"]}
staddlely {"a":["fundamental","basic"]}
staffleighter {"n":["typo"]}
staffly {"a":["literal"],"r":["literal"]}
standalone {"n":["independent thing"],"a":["independent"]}
standcock {"n":["hydrant","fire hydrant"]}
startail {"n":["tropicbird"]}
stath {"n":["bank","shore","wharf"]}
steadname {"n":["place name"]}
steap {"n":["cup"]}
steel bow {"n":["crossbow","arbalest"]}
steet {"v":["strike","thrust","fall","push"]}
ster {"x":["agent suffix"]}
stevenmeal {"r":["alternatively"]}
stickman {"n":["stick figure"]}
stightler {"n":["manager"]}
stold {"n":["station","abode"]}
stonebaby {"n":["lithopedion"]}
stonecarving {"n":["petroglyph","statue","carving"]}
stonecoal {"n":["anthracite","hard coal"]}
stonefaw {"a":["paved"]}
stonehawk {"n":["merlin"]}
stonelime {"n":["mortar"]}
stonemint {"n":["plant","dittany"]}
stonen {"a":["stone"],"v":["stone","petrify","lithify"]}
stoneworker {"n":["mason","stonemason"]}
stoundmeal {"r":["alternatingly"]}
strackledwales {"n":["Strathclyde"],"p":["Strathclyde"],"i":["Strathclyde"]}
straid {"v":["strew","scatter","disperse"]}
streel {"n":["arrow"],"v":["shoot"]}
streelbearer {"n":["arrow-bearer"]}
streenenly {"a":["genitive"]}
streener {"n":["procreator","generator"]}
streeny {"a":["genetic"]}
strewn {"a":["scattered"]}
strout {"n":["argument"]}
sturry {"n":["sturgeon"]}
sull {"v":["dirty","soil","pollute","defile"]}
sullow {"n":["plough","plow"]}
summer teal {"n":["garganey"]}
summersleep {"n":["aestivation"]}
sundercraft {"n":["special art"]}
sunderright {"n":["privilege","right"]}
sundryman {"n":["dealer"]}
sunfast {"a":["sun resistant"]}
sunspider {"n":["solifuge","camel spider","wind scorpion"]}
susselstead {"n":["hell"]}
swamblore {"n":["mycology"]}
swanker {"a":["pliable","flaccid"]}
swarken {"v":["darken"]}
sweal {"v":["burn","scorch"]}
sweasing {"n":["food","victuals"]}
Sweave {"n":["Swabian","Alamanni"],"p":["Swabian","Alamanni"],"i":["Swabian","Alamanni"]}
Sweerich {"n":["Sweden"],"p":["Sweden"],"i":["Sweden"]}
sweeting {"n":["darling"]}
sweetwater {"n":["fragrance"]}
sweeve {"v":["put to sleep"]}
swere {"v":["heavy","grave","oppressive"]}
swerely {"r":["heavily","grievously"]}
swevelen {"a":["sulfurous"]}
swiker {"n":["traitor","deceiver"]}
swingel {"n":["scourge","flail"]}
swingle {"n":["flax beating tool"],"v":["scutch","beat with a swingle"]}
swinkful {"a":["toilsome","laborious"]}
swipper {"a":["nimble"]}
swithly {"a":["great","intense"]}
swive {"v":["fuck","mate"]}
swong {"a":["lean","gaunt"]}
swow {"n":["faint","swoon"],"v":["faint","swoon"]}
syefast {"a":["victorious","triumphant"]}
syeless {"a":["defeated"]}
talewise {"a":["talkative","tale-telling"]}
talt {"a":["unstable","transitory"]}
talter {"v":["totter","stagger","be unsteady"]}
Tarse {"n":["roughly Turkestan","Transoxiana"]}
tavel {"n":["boardgame","die"]}
teel {"n":["mock","ridicule"],"v":["mock","ridicule"]}
teeler {"n":["mocker","ridiculer"]}
teely {"a":["blasphemous","reprehensible"]}
teenful {"a":["troublesome","harmful","painful"]}
teigh {"v":["intend","suppose"]}
tellall {"n":["expos"]}
temse {"v":["sift","strain","sieve"]}
tenpenny {"n":["ten cents","ten pence"],"a":["ten cents","ten pence"]}
tensome {"n":["decade"]}
tetterberry {"n":["Bryonia plant"]}
th {"x":["abstract nominal suffix"]}
thackboard {"n":["shingle"]}
thanen {"n":["baroness"]}
thaning {"n":["service"]}
thar {"v":["need","require"]}
thasledge {"v":["agree","fit"]}
thasly {"a":["seemly","elegant","harmonious"],"r":["seemly","elegantly","harmoniously"]}
thaught {"n":["counsel"]}
thaughting {"n":["counsel","deliberation"]}
thaveless {"a":["feeble"]}
thaver {"n":["supporter","consenter"]}
the all {"n":["universe"]}
the endtime {"n":["apocalypse"]}
The Fareld {"n":["The Passover"],"p":["The Passover"],"i":["The Passover"]}
the Great Dying {"n":["the Permian","Triassic extinction event"],"p":["the Permian","Triassic extinction event"],"i":["the Permian","Triassic extinction event"]}
the Healend {"n":["the healing one"],"p":["analyzable as"],"i":["title of Jesus"]}
the Hurling Time {"n":["the Peasants' Revolt","Wat Tyler's Rebellion"],"p":["of"],"i":["the Peasants' Revolt","Wat Tyler's Rebellion"]}
the North Star {"n":["Polaris"]}
the Quidbook {"n":["Book of Proverbs"]}
the shows {"n":["the circus","the fair"]}
The Skaw {"n":["Skagen","peninsula"],"p":["Skagen","peninsula"],"i":["Skagen","peninsula"]}
the sticks {"n":["countryside"]}
the web {"n":["internet"]}
thearl {"r":["greatly","vigorously","harshly","severely","sorely"]}
theavethorn {"n":["thornbush","gooseberry","blackberry"]}
theeden {"n":["chieftain"]}
theedness {"n":["conjunction"]}
theedship {"n":["fellowship"]}
theet {"n":["pipe","tube","channel"],"v":["howl"]}
ther {"x":["tool","instrument"]}
thern {"n":["girl","handmaid"]}
thewen {"n":["bondswoman","slave"]}
thewet {"n":["slavery","servitude","bondage"]}
thickfold {"r":["rapidly"]}
thiften {"n":["handmaiden","servant"]}
thilk {"n":["thing"]}
thillcraft {"n":["rhetoric"]}
thilling {"n":["plank flooring","boarding"]}
thind {"v":["swell"]}
thinger {"n":["advocate"]}
think on {"v":["contemplate","consider","ponder"]}
thir {"a":["dry"]}
thitherto {"r":["until then"]}
thixel {"n":["beam"]}
thode {"n":["whirlwind","gale"]}
thoft {"n":["fellow","comrade"],"v":["associate"]}
thoftship {"n":["fellowship","alliance"]}
thost {"n":["dung","manure"]}
thoughtache {"n":["angst","dread"]}
thoughtline {"n":["train of thought"]}
thoughtworld {"n":["worldview"]}
thove {"a":["tufted","tufty"]}
thrave {"v":["urge","rebuke"]}
thrax {"n":["rot"]}
thray {"v":["rebuke","reproach","chastise"]}
threa {"n":["infliction"]}
threep {"n":["quarrel","argument"],"v":["quarrel","argue"]}
threesheet {"a":["three-cornered"]}
thriddendeal {"n":["unit of liquid measure"]}
thril {"n":["hole","opening"]}
thrilly {"a":["exciting"]}
thriness {"n":["trinity"]}
thringing {"a":["urgent","pressing","pressure"]}
thrinter {"n":["three-year-old animal","something three years old"]}
thristledge {"v":["presume"]}
thrithe {"n":["forces"]}
throenly {"a":["passive"]}
throer {"n":["sufferer"]}
throsomy {"a":["smoky"]}
throughbore {"v":["bore through","perforate","transfix"]}
throughseek {"v":["scour","examine thoroughly","scrutinize"]}
throughsmow {"v":["creep through","pour over"]}
throughtee {"v":["achieve","accomplish"]}
throughwon {"v":["continue","remain","endure"]}
Throwend {"n":["Norse people-group"],"p":["Norse people-group"],"i":["Norse people-group"],"x":["Scorpio"]}
throwing star {"n":["shuriken","ninja star"]}
thrumfast {"a":["glorious","majestic","illustrious"]}
thrumfull {"a":["glorious","majestic","mighty"]}
thrumly {"a":["magnificent","splendid","glorious"],"r":["magnificently","splendidly","gloriously"]}
Thunder {"n":["Thor"],"p":["Thor"],"i":["Thor"]}
thungen {"a":["grown","thriven"]}
thurrock {"n":["hold","bilge"]}
thwarst {"r":["across","transversely"],"p":["across"],"i":["across"]}
thwartnick {"v":["deny","defy"]}
thwearness {"n":["agreement","harmony","peace"]}
thwire {"v":["oppose","cross"],"a":["obstinate","crooked","cross"]}
thwirely {"a":["contrary","opposite","awry","askew"],"r":["contrary","opposite","awry","askew"]}
thwireness {"n":["crookedness"]}
tid {"a":["tender","soft"]}
tidder {"v":["fondle"],"a":["frail"]}
tideghost {"n":["ethos of an age"]}
tidewriter {"n":["chronicler"]}
tield {"n":["tent","awning"],"v":["tent","awn","pitch","trap","erect"]}
tigercat {"n":["ocelot","oncilla","margay"]}
tigerwolf {"n":["tiger","wolf","thylacine"]}
tilewright {"n":["brickmaker","potter"]}
tillman {"n":["farmer"]}
tinglass {"n":["element"]}
tinmouth {"n":["crappie"]}
tinstone {"n":["cassiterite"]}
tintrey {"n":["torment","torture"]}
tocome {"n":["arrival","future"]}
todeal {"n":["distribute","part","separate"],"v":["distribute","part","separate"]}
todo {"n":["fuss"]}
toebone {"n":["phalanx of a toe"]}
tofloat {"v":["float"]}
tofore {"r":["previously"],"p":["prior to"],"i":["previously"]}
tokenbearer {"n":["standard bearer"]}
tokening {"n":["representation","indication","evidence","gesturing","memorial","memento"]}
toknow {"v":["discern","distinguish","know"]}
tolimb {"v":["dismember"]}
toname {"n":["surname","nickname"]}
tooler {"n":["mechanic","technician"]}
topsyturviness {"n":["chaos","disorder"]}
topsyturvy {"a":["backwards","upside-down","chaotic"],"r":["chaotically"]}
torght {"v":["bright","clear"],"a":["bright","clear"],"r":["clearly"]}
torghtly {"a":["splendid"],"r":["splendidly"]}
torghtness {"n":["glory","splendour"]}
tornquid {"n":["utterance that causes grief","bitter words"]}
torve {"v":["throw","pelt"]}
touder {"n":["offspring","progeny","product"]}
toward tide {"n":["tide"],"a":["coming","forthcoming"]}
town green {"n":["village square","green"]}
toyen {"p":["against"],"i":["against"]}
traughten {"v":["explain"]}
treehoney {"n":["syrup","treacle"]}
treen {"n":["wooden"],"a":["wooden"]}
trendle {"n":["orb","sphere"],"v":["roll","roll around"]}
trendled {"a":["rounded","round","circular"]}
trothplight {"n":["betrothal","betrothed","engaged"]}
trowfast {"a":["loyal","faithful"]}
trowless {"a":["faithless"]}
trum {"a":["firm","safeguarded"],"n":["troop","army","forces","company","array"]}
truse {"v":["swear","guarantee"]}
tunereeve {"n":["bailiff"]}
tunsingwort {"n":["white hellebore"]}
turdle {"n":["pellet of faeces"]}
turfen {"a":["made of turf","covered with turf"]}
tweam {"v":["divide","separate","estrange"]}
tweaming {"n":["separation"]}
tweenenly {"a":["dubitative"]}
tweenle {"a":["doubtful","uncertain"]}
twibill {"n":["axe"]}
twifoldly {"a":["double"]}
twiganger {"n":["Doppelganger"]}
twispeech {"n":["deceit"]}
twissel {"n":["double","twofold"],"a":["double","twofold"]}
twitchen {"n":["narrow passage","alley"]}
twiwield {"n":["dyarchy"]}
twodeal {"n":["bikini"]}
twoling {"n":["doublet","twin"]}
twoness {"n":["duality","doubleness"]}
Tyeling {"n":["inhabitant of Mars"]}
umbecast {"v":["travel around","explore","ponder"]}
umbeight {"n":["collection"]}
umbfang {"v":["encompass","surround"]}
umbfare {"n":["going around"]}
umbgang {"n":["circling","circuit"]}
umbhang {"v":["drape","deck"]}
umbhow {"n":["anxiety"],"a":["anxious"]}
umbloater {"n":["spectator","observer"]}
umbset {"a":["set around"],"p":["set around"],"i":["set around"]}
umbtrim {"v":["surround","fortify"]}
umbwend {"n":["transform","convert"]}
umbwharft {"n":["orbit"]}
umbwharve {"v":["orbit"]}
unache {"v":["soothe"]}
unakin {"a":["dissimilar"]}
unamete {"a":["immeasurable","immense"],"r":["immeasurably","immensely"]}
unbeliever {"n":["nonbeliever","heathen"]}
unbiseny {"a":["unruly"]}
unbootly {"a":["irremediable","without remedy"]}
undear {"a":["cheap","disesteemed"]}
undercome {"v":["undergo","submit"]}
underfang {"v":["receive","accept","assume"]}
underget {"v":["notice","realize","discover"]}
underly {"a":["inferior","lower","insufficiently"],"r":["inferior","lower","insufficiently"]}
undermakeup {"n":["primer"]}
undern {"n":["tierce"]}
undernim {"v":["rebuke","reprove","censure","criticize"]}
underred {"n":["infrared"],"a":["infrared"]}
underroom {"n":["basement","underrooms"]}
undertheed {"v":["subject","subjugate"]}
undertheedingly {"a":["subjunctive"]}
undoughty {"a":["uncourageous","cowardly"]}
unfrith {"n":["strife","discord"]}
ungraith {"a":["unready"]}
ungraithly {"r":["unpreparedly","unreadily"]}
ungrounded {"a":["baseless","unfounded"]}
unheel {"v":["uncover","reveal"]}
unhill {"v":["uncover","expose"]}
unk {"n":["us two"]}
unkinly {"a":["unsuitable"]}
unlaw {"n":["crime","lawlessness"]}
unleed {"a":["wretched","miserable"]}
unlib {"n":["poison"]}
unlibwright {"n":["maker of poisons","witch","sorcerer"]}
unlikeworthy {"a":["unlikable"]}
unlittiness {"n":["ugliness","disfigurement"]}
unlitty {"v":["disfigure"],"a":["ugly"]}
unluck {"n":["misfortune"]}
unmad {"a":["sane"]}
unmaiden {"v":["deflower"]}
unmaidening {"n":["deflowering"]}
unmannish {"a":["inhuman","inhumane"]}
unmeet {"a":["improper","unsuitable"]}
unmerry {"a":["unpleasant","unfair"]}
unmighten {"v":["disempower","disable"]}
unmighty {"a":["weak","feeble"]}
unmilse {"n":["wrath"]}
unmilsing {"n":["impiety","pitilessness"]}
unmirth {"n":["sadness","misery"]}
unmoody {"a":["fainthearted","humble"]}
unn {"v":["allow","permit"]}
unnithing {"n":["honest person"]}
unoften {"r":["seldom"]}
unorn {"a":["simple","plain","modest","unelaborate","unattractive","humble","decrepit"]}
unrearded {"a":["voiceless"]}
unride {"a":["unrestrained","uncontrolled","excessive","great","unmitigated","immoderate"]}
unrode {"a":["unreasonable","unwise","irrational"]}
unroot {"a":["sad"]}
unrown {"v":["decrypt"]}
unrowned {"n":["unencrypted"]}
unseely {"a":["unhappy","miserable","unlucky","wretched"]}
unsooth {"n":["untruth","falsehood"]}
unsteadfast {"a":["capricious"]}
unstill {"v":["disturb","disquiet"]}
unsundrenly {"a":["inseparable","indivisible"]}
unsuttleness {"n":["vagueness","unclearness"]}
unsweven {"n":["bad dream","nightmare"]}
unsyefast {"a":["unvictorious","untriumphant"]}
unthank {"n":["ingratitude","harm","injury","thanklessness"]}
unthroenly {"a":["impassible"]}
unthwear {"v":["disagree","discordant"],"a":["disagree","discordant","dissonant"]}
